"Category,Item number,Barcode,Description,Proof,Bottle size (ml),Case quantity,Bottle price,Case price,TPR,Bailment Number"
"Cream Liqueurs,80236,855037005074,Iowish Cream Liqueur,40,750,6.00,15.26,91.56,No,306"
"Cream Liqueurs,80234,855037005586,Iowish Cream Liqueur Mini,38,50,6.00,15.00,90.00,No,306"
"Cream Liqueurs,80267,855400005182,Jackson Morgan Southern Cream Mini,30,50,6.00,16.50,99.00,No,616"
"Cream Liqueurs,80278,855400005267,Jackson Morgan Southern Cream,30,750,6.00,18.20,109.20,No,616"
"Cream Liqueurs,80485,857359008016,Tippy Cow Chocolate,28,750,6.00,15.00,90.00,No,305"
"Cream Liqueurs,80487,857359008030,Tippy Cow Vanilla Soft Serve,28,750,6.00,15.00,90.00,No,305"
"Cream Liqueurs,80486,857359008054,Tippy Cow Orange Cream,28,750,6.00,15.00,90.00,No,305"
"Cream Liqueurs,80488,857359008078,Tippy Cow Shamrock Mint,28,750,6.00,15.00,90.00,No,305"
"Cream Liqueurs,73054,890355001001,Rumchata,27,""1,750"",6,37.5,225,No,305"
"Cream Liqueurs,73053,890355001018,Rumchata,27,""1,000"",6,24.51,147.06,No,305"
"Cream Liqueurs,73055,890355001025,Rumchata,27,750,12,19.5,234,No,305"
"Cream Liqueurs,73052,890355001032,Rumchata,27,375,12,11.25,135,No,305"
"Cream Liqueurs,73051,890355001049,Rumchata Mini,27,50,12,13.31,159.72,No,305"
"Cream Liqueurs,258,890355001094,Rumchata GoChatas,28,100,1,135,135,No,305"
"Cream Liqueurs,73058,890355001254,Rumchata MiniChatas Creamer Cups,28,375,12,11.25,135,No,305"
"Distilled Spirits Specialty,40569,855037005210,Pride of the Wapsi,80,375,12.00,13.64,163.68,No,306"
"Flavored Gin,33256,080432401606,Seagrams Lime Twisted Gin,70,750,12.00,9.74,116.88,No,370"
"Flavored Rum,43049,080480000257,BACARDI DRAGONBERRY,70,""1,750"",6.00,22.50,135.00,No,035"
"Flavored Rum,43050,080480000264,Bacardi Dragon Berry,70,""1,000"",12.00,14.25,171.00,No,035"
"Flavored Rum,43051,080480000271,Bacardi Dragon Berry,70,750,12.00,12.39,148.68,No,035"
"Flavored Rum,43145,080480003838,Bacardi Pineapple Fusion,70,750,12.00,12.39,148.68,No,035"
"Flavored Rum,43100,080480004811,Bacardi Mango,70,""1,750"",6.00,22.50,135.00,No,035"
"Flavored Rum,43095,080480004835,Bacardi Mango Fusion,70,750,12.00,12.38,148.56,No,035"
"Flavored Rum,43503,080480006747,Bacardi Raspberry,70,""1,750"",6.00,22.50,135.00,No,035"
"Flavored Rum,43501,080480006761,Bacardi Raspberry,70,750,12.00,12.38,148.56,No,035"
"Flavored Rum,43598,080480007157,Bacardi Banana,70,""1,750"",6.00,22.50,135.00,No,035"
"Flavored Rum,43596,080480007171,Bacardi Banana,70,750,12.00,12.38,148.56,No,035"
"Flavored Rum,43138,080480355203,Bacardi Limon,70,""1,750"",6.00,22.50,135.00,No,035"
"Flavored Rum,43137,080480355302,Bacardi Limon,70,""1,000"",12.00,14.25,171.00,No,035"
"Flavored Rum,43136,080480355401,Bacardi Limon,70,750,12.00,12.39,148.68,No,035"
"Flavored Rum,43134,080480355609,Bacardi Limon,70,375,12.00,6.75,81.00,No,035"
"Flavored Rum,43088,080480400613,BACARDI COCO,70,""1,750"",6.00,22.50,135.00,No,035"
"Flavored Rum,43749,080480983666,Bacardi Lime,70,""1,750"",6.00,22.50,135.00,No,035"
"Flavored Rum,43747,080480984274,Bacardi Lime,70,750,12.00,12.38,148.56,No,035"
"Flavored Rum,43745,080480984281,Bacardi Lime Mini,70,50,12.00,8.31,99.72,No,035"
"Flavored Rum,44350,080686930198,Calico Jack Cherry,42,750,12.00,9.44,113.28,No,065"
"Flavored Rum,44308,080686930365,Calico Jack,70,""1,750"",6.00,14.57,87.42,No,065"
"Flavored Rum,44476,080686967712,Cruzan Coconut,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,44456,080686967736,Cruzan Raspberry,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,44520,080686967743,Cruzan Vanilla,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,44419,080686970132,Cruzan Black Cherry,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,44499,080686970248,Cruzan Mango,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,44428,080686970620,Cruzan Blueberry Lemonade,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,44539,080686970682,Cruzan Tropical Fruit,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,44557,080686973096,Cruzan Strawberry,42,750,12.00,10.50,126.00,No,065"
"Flavored Rum,43648,082000002253,Parrot Bay Strawberry,42,750,12.00,11.25,135.00,No,421"
"Flavored Rum,43299,082000004882,Captain Morgan Coconut,70,750,12.00,12.39,148.68,No,260"
"Flavored Rum,43352,082000004929,Captain Morgan Pineapple,70,750,12.00,12.39,148.68,No,260"
"Flavored Rum,72903,082000005728,Captain Morgan Apple Smash Mini,60,50,12.00,7.44,89.28,No,260"
"Flavored Rum,72927,082000006435,Captain Morgan Sliced Apple Mini,70,50,12.00,7.20,86.40,No,260"
"Flavored Rum,43644,082000741923,Parrot Bay Key Lime,42,750,12.00,11.25,135.00,No,421"
"Flavored Rum,72913,082000781295,Captain Morgan Loconut,40,750,6.00,13.59,81.54,No,260"
"Flavored Rum,72928,082000794172,Captain Morgan Sliced Apple,70,750,12.00,13.59,163.08,No,260"
"Flavored Rum,66550,083664874217,Sailor Jerry Savage Apple,70,750,12.00,14.48,173.76,No,240"
"Flavored Rum,77228,084279002750,Rondiaz Rum Spiced Apple,60,""1,750"",6.00,15.75,94.50,No,322"
"Flavored Rum,77324,084279993584,Rondiaz Rum Spiced Black Cherry,60,""1,750"",6.00,15.75,94.50,No,322"
"Flavored Rum,44333,085676564018,Calypso Coconut Rum PET,42,""1,750"",6.00,13.50,81.00,No,055"
"Flavored Rum,43319,087000004184,Parrot Bay Coconut,42,750,12.00,11.25,135.00,No,421"
"Flavored Rum,43409,087000202207,Parrot Bay Coconut,42,""1,000"",12.00,14.25,171.00,No,421"
"Flavored Rum,42717,089540448978,Malibu Coconut Rum,42,""1,000"",12.00,16.49,197.88,No,370"
"Flavored Rum,42716,089540448992,Malibu Coconut Rum,42,750,12.00,11.24,134.88,No,370"
"Flavored Rum,42714,089540449036,Malibu Coconut Rum,42,375,24.00,6.36,152.64,No,370"
"Flavored Rum,42718,089540449326,Malibu Coconut Rum,42,""1,750"",6.00,25.49,152.94,No,370"
"Flavored Rum,42720,089540449357,Malibu Coconut Rum,42,200,48.00,2.99,143.52,No,370"
"Flavored Rum,42712,089540453927,Malibu Coconut Rum Mini,42,50,12.00,7.43,89.16,No,370"
"Flavored Rum,42699,089540463087,Malibu Mango Rum,42,750,12.00,11.24,134.88,No,370"
"Flavored Rum,42703,089540463131,Malibu Pineapple Rum,42,750,12.00,11.24,134.88,No,370"
"Flavored Rum,42676,089540472393,Malibu Passion Fruit Rum,42,750,12.00,11.24,134.88,No,370"
"Flavored Rum,42610,089540493343,Mailbu Tropical Banana,42,750,12.00,11.24,134.88,No,370"
"Flavored Rum,42687,089540520100,Malibu Black,70,750,12.00,11.99,143.88,No,370"
"Flavored Rum,43615,089540540047,Malibu Lime,42,750,12.00,11.24,134.88,No,370"
"Flavored Rum,43902,089540540108,MALIBU STRAWBERRY,42,750,12.00,11.24,134.88,No,370"
"Flavored Rum,43901,089540540139,MALIBU STRAWBERRY MINI,42,50,12.00,7.43,89.16,No,370"
"Flavored Rum,43986,096749086320,Admiral Nelson Cherry Spiced Rum,60,""1,750"",6.00,17.33,103.98,No,259"
"Flavored Rum,43984,096749086344,Admiral Nelson Cherry Spiced Rum,60,750,12.00,9.00,108.00,No,259"
"Flavored Rum,43077,096749086429,Admiral Nelson Coconut Rum,42,""1,000"",12.00,11.24,134.88,No,259"
"Flavored Rum,43076,096749086436,Admiral Nelson Coconut Rum,42,750,12.00,9.00,108.00,No,259"
"Flavored Rum,72958,684758991263,Chacho - Jalapeno Aguardiente,70,750,6.00,20.25,121.50,No,626"
"Flavored Rum,42566,721094199059,Goslings Black Seal,80,750,12.00,14.27,171.24,No,091"
"Flavored Rum,43896,810255020513,Tiki Lovers Pineapple Flavored Rum,90,750,12.00,18.75,225.00,No,557"
"Flavored Rum,42242,856881004015,Blue Chair Bay Coconut Rum,53,750,12.00,14.13,169.56,No,305"
"Flavored Rum,42244,856881004022,Blue Chair Bay Coconut Spiced Rum,53,750,12.00,14.13,169.56,No,305"
"Flavored Rum,42204,856881004145,Blue Chair Bay Banana Rum,34,750,12.00,14.13,169.56,No,305"
"Flavored Rum,80024,856881004176,Blue Chair Bay Banana Rum Cream,30,750,12.00,14.13,169.56,No,305"
"Gold Rum,43519,080480006914,Havana Club Anejo Clasico,80,750,12.00,16.50,198.00,No,035"
"Gold Rum,43038,080480025205,Bacardi Gold,80,""1,750"",6.00,22.50,135.00,No,035"
"Gold Rum,43037,080480025304,Bacardi Gold,80,""1,000"",12.00,14.25,171.00,No,035"
"Gold Rum,43040,080480025328,Bacardi Gold PET,80,""1,750"",6.00,22.50,135.00,No,035"
"Gold Rum,43036,080480025403,Bacardi Gold,80,750,12.00,12.39,148.68,No,035"
"Gold Rum,43035,080480025465,Bacardi Gold PET,80,750,12.00,12.39,148.68,No,035"
"Gold Rum,43034,080480025601,Bacardi Gold,80,375,24.00,6.75,162.00,No,035"
"Gold Rum,43031,080480026202,Bacardi Gold Mini,80,50,12.00,8.31,99.72,No,035"
"Gold Rum,43618,080480983383,Bacardi Anejo Cuatro,80,750,12.00,14.99,179.88,No,035"
"Gold Rum,43633,080480983406,Bacardi Gran Reserva Diez,80,750,6.00,29.99,179.94,No,035"
"Gold Rum,43432,082301751515,Don Q 151,151,750,12.00,16.88,202.56,No,451"
"Gold Rum,46109,085676565060,Calypso Gold Rum,80,""1,750"",6.00,13.50,81.00,No,055"
"Gold Rum,45245,086816124048,Paramount Gold Rum PET,80,750,12.00,6.00,72.00,No,434"
"Gold Rum,45248,086816124123,Paramount Gold Rum,80,""1,750"",6.00,11.25,67.50,No,434"
"Gold Rum,45247,086816124130,Paramount Gold Rum,80,""1,000"",12.00,6.63,79.56,No,434"
"Gold Rum,45246,086816124147,Paramount Gold Rum,80,750,12.00,6.00,72.00,No,434"
"Gold Rum,42666,087236950033,Mt Gay Eclipse Rum,80,750,12.00,16.47,197.64,No,389"
"Gold Rum,43775,087236950538,Mt Gay Black Barrel,86,750,6.00,33.72,202.32,No,389"
"Gold Rum,45306,088352131597,Paramount Gold 151 Rum,151,750,12.00,18.75,225.00,No,434"
"Gold Rum,46164,089105324105,Conciere Gold Rum,80,""1,000"",12.00,8.27,99.24,No,803"
"Gold Rum,43371,721059001502,Appleton Signature Blend,80,750,12.00,15.75,189.00,No,619"
"Gold Rum,43721,852355004000,The Real McCoy Single Blended Rum Aged 5 Years,80,750,6.00,22.20,133.20,No,115"
"Gold Rum,43720,852355004024,The Real McCoy Single Blended Rum Aged 3 Years,80,750,6.00,18.45,110.70,No,115"
"Gold Rum,43722,852355004123,The Real McCoy Single Blended Rum Aged 12 Years,80,750,6.00,40.95,245.70,No,115"
"Imported Brandies,65793,080432110829,Martell Blue Swift,80,750,12.00,35.24,422.88,No,370"
"Imported Brandies,52656,080660582573,Hartley,80,750,12.00,7.50,90.00,Yes,330"
"Imported Brandies,47788,080686961024,Courvoisier VS Cognac,80,""1,750"",6.00,48.75,292.50,No,065"
"Imported Brandies,47786,080686961048,Courvoisier VS Cognac,80,750,12.00,25.50,306.00,No,065"
"Imported Brandies,47785,080686961086,Courvoisier VS Cognac,80,375,12.00,12.96,155.52,No,065"
"Imported Brandies,47790,080686961109,Courvoisier VS Cognac,80,200,24.00,7.50,180.00,No,065"
"Imported Brandies,47776,080686962045,Courvoisier VSOP Cognac,80,750,12.00,32.25,387.00,No,065"
"Imported Brandies,4113,081753813239,Hennessy Paradis,80,750,3.00,824.99,""2,474.97"",No,420"
"Imported Brandies,48146,081753815554,Hennessy Black,86,750,12.00,35.99,431.88,No,420"
"Imported Brandies,48154,081753816971,Hennessy Black,86,375,12.00,19.88,238.56,No,420"
"Imported Brandies,51109,082000005766,Ciroc VS,80,""1,000"",12.00,26.22,314.64,No,260"
"Imported Brandies,51506,082422489335,Presidente Grape Brandy (Pedro Domecq),80,750,12.00,12.74,152.88,No,479"
"Imported Brandies,51696,086024004392,Stock 84 Brandy,80,750,12.00,9.38,112.56,No,434"
"Imported Brandies,49189,087236001131,Remy Martin VSOP,80,200,24.00,10.08,241.92,No,389"
"Imported Brandies,49186,087236001162,Remy Martin VSOP,80,750,12.00,36.72,440.64,No,389"
"Imported Brandies,49188,087236001209,Remy Martin VSOP,80,""1,750"",6.00,78.69,472.14,No,389"
"Imported Brandies,49185,087236001216,Remy Martin VSOP Flask,80,375,12.00,18.08,216.96,No,389"
"Imported Brandies,48725,087236001605,Remy Martin Louis XIII,80,750,1.00,""2,623.68"",""2,623.68"",No,389"
"Imported Brandies,49086,087236002114,Remy Martin 1738 Accord Royal,80,750,6.00,42.72,256.32,No,389"
"Imported Brandies,49182,087236002145,Remy Martin VSOP,40,100,24.00,5.55,133.20,No,389"
"Imported Brandies,49156,087236002336,Remy Martin XO Excellence,80,750,12.00,149.91,""1,798.92"",No,389"
"Imported Brandies,49083,087236002411,Remy Martin 1738 Accord Royal,80,200,24.00,10.77,258.48,No,389"
"Imported Brandies,49084,087236002831,Remy Martin 1738 Accord Royal,80,375,12.00,20.16,241.92,No,389"
"Imported Brandies,66296,087236108014,Remy Martin V,80,750,6.00,26.22,157.32,No,389"
"Imported Brandies,66293,087236109042,Remy Martin V,40,375,12.00,12.17,146.04,No,389"
"Imported Brandies,50686,087236992002,St Remy VSOP Napoleon Brandy,80,750,12.00,10.86,130.32,No,389"
"Imported Brandies,48101,088110150501,Hennessy VS Mini,80,50,10.00,44.82,448.20,No,420"
"Imported Brandies,48099,088110150525,Hennessy VS,80,200,24.00,9.74,233.76,No,420"
"Imported Brandies,48106,088110150556,Hennessy VS,80,750,12.00,29.99,359.88,No,420"
"Imported Brandies,48107,088110150563,Hennessy VS,80,""1,000"",12.00,35.24,422.88,No,420"
"Imported Brandies,48108,088110150587,Hennessy VS,80,""1,750"",6.00,69.74,418.44,No,420"
"Imported Brandies,48102,088110150617,Hennessy VS 100ml,80,""1,200"",8.00,62.82,502.56,No,420"
"Imported Brandies,48105,088110150624,Hennessy VS,80,375,12.00,16.49,197.88,No,420"
"Imported Brandies,48115,088110151034,Hennessy VSOP Round Giftbox,80,375,12.00,25.88,310.56,No,420"
"Imported Brandies,48164,088110151058,Hennessy VSOP Privilege,80,750,12.00,46.49,557.88,No,420"
"Imported Brandies,48122,088110153052,Hennessy XO,80,750,12.00,149.99,""1,799.88"",No,420"
"Imported Brandies,64620,088320152012,Capel Premium Pisco,80,750,12.00,13.53,162.36,No,460"
"Imported Brandies,51328,089683100047,Maraska Slivovitz 10YR,80,750,6.00,26.25,157.50,No,557"
"Imported Brandies,51326,089683100061,Maraska Slivovitz,80,750,6.00,21.90,131.40,No,557"
"Imported Brandies,49509,385011212308,Badel Williams Pear Brandy,75,""1,000"",12.00,27.00,324.00,No,261"
"Imported Brandies,51156,3870926000173,Gazdina Rakija Pear Brandy,80,750,6.00,24.75,148.50,No,589"
"Imported Brandies,51158,3870926000630,Gazdina Rakija Plum Brandy,90,750,6.00,21.75,130.50,No,589"
"Imported Cordials & Liqueur,65151,084279993843,Il Tramonto Amaretto,56,750,6.00,15.75,94.50,No,322"
"Imported Cordials & Liqueur,66636,088004037475,Romana Sambuca Italian Liquore,84,750,12.00,20.25,243.00,No,421"
"Imported Cordials & Liqueur,64558,810255020087,The Bitter Truth Violet Liqueur,44,750,6.00,24.75,148.50,No,557"
"Imported Cordials & Liqueur,64559,810255020100,The Bitter Truth Elderflower Liqueur,44,750,6.00,24.75,148.50,No,557"
"Imported Cordials & Liqueur,64543,810255020223,The Bitter Truth Golden Falernum Liqueur,36,750,6.00,28.50,171.00,No,557"
"Imported Cordials & Liqueur,64250,000400203940,Averna Amaro,58,750,6.00,26.25,157.50,No,619"
"Imported Cordials & Liqueur,66240,024153040874,Rothman & Winter Creme de Violette,40,750,12.00,19.13,229.56,No,305"
"Imported Cordials & Liqueur,65426,029929115411,Licor 43,62,750,12.00,21.15,253.80,No,368"
"Imported Cordials & Liqueur,64136,050037014501,Disaronno Amaretto,56,750,12.00,21.77,261.24,No,130"
"Imported Cordials & Liqueur,64138,050037016420,Disaronno Amaretto,56,""1,750"",6.00,42.02,252.12,No,130"
"Imported Cordials & Liqueur,67806,050037597172,Tia Maria Coffee Liqueur,53,750,12.00,23.00,276.00,No,130"
"Imported Cordials & Liqueur,64769,736040511366,Combier L'Original Liqueur D'Orange,80,750,12.00,27.99,335.88,No,305"
"Imported Cordials & Liqueur,47865,080480002923,D'usse VSOP,80,750,6.00,48.00,288.00,No,035"
"Imported Cordials & Liqueur,47863,080480002930,D'usse VSOP,80,375,12.00,24.51,294.12,No,035"
"Imported Cordials & Liqueur,64876,080480302023,Drambuie Liqueur,80,750,12.00,34.50,414.00,No,240"
"Imported Cordials & Liqueur,64336,080480545406,B&B DOM,80,750,12.00,29.25,351.00,No,035"
"Imported Cordials & Liqueur,47861,080480983192,D'usse VSOP,80,200,24.00,14.24,341.76,No,035"
"Imported Cordials & Liqueur,64601,080660776057,Caravella Limoncello,56,750,6.00,16.88,101.28,No,055"
"Imported Cordials & Liqueur,65111,080915112111,Galliano L'Autentico,84,375,12.00,16.13,193.56,No,305"
"Imported Cordials & Liqueur,65368,083089000130,Jagermeister Cold Brew Coffee Liqueur,66,750,6.00,21.53,129.18,No,192"
"Imported Cordials & Liqueur,65367,083089000147,Jagermeister Cold Brew Coffee Liqueur Mini,66,50,5.00,44.30,221.50,No,192"
"Imported Cordials & Liqueur,65256,083089524001,Jagermeister Liqueur,70,750,12.00,19.50,234.00,No,192"
"Imported Cordials & Liqueur,64356,083089533003,Barenjager Honey Liqueur,70,750,6.00,22.38,134.28,No,338"
"Imported Cordials & Liqueur,65251,083089660112,Jagermeister Liqueur Mini,70,50,5.00,44.30,221.50,No,192"
"Imported Cordials & Liqueur,65257,083089660150,Jagermeister Liqueur,70,""1,000"",12.00,24.75,297.00,No,192"
"Imported Cordials & Liqueur,65258,083089660174,Jagermeister Liqueur,70,""1,750"",6.00,39.08,234.48,No,192"
"Imported Cordials & Liqueur,65254,083089660358,Jagermeister Liqueur,70,375,24.00,10.58,253.92,No,192"
"Imported Cordials & Liqueur,65253,083089660402,Jagermeister Liqueur,70,200,48.00,5.93,284.64,No,192"
"Imported Cordials & Liqueur,65259,083089660501,Jagermeister Liqueur Mini Meisters,70,20,12.00,7.40,88.80,No,192"
"Imported Cordials & Liqueur,65260,083089999892,Jagermeister Coolpack,70,375,12.00,10.64,127.68,No,192"
"Imported Cordials & Liqueur,64676,083300034531,Chambord Liqueur Royale De France,33,750,12.00,28.62,343.44,No,085"
"Imported Cordials & Liqueur,66810,083664870202,Solerno Blood Orange Liqueur,80,750,6.00,30.00,180.00,No,240"
"Imported Cordials & Liqueur,64121,083664873166,Ancho Reyes,80,750,6.00,26.51,159.06,No,619"
"Imported Cordials & Liqueur,64976,084105307509,Fernet Branca Liqueur,78,750,6.00,27.93,167.58,No,368"
"Imported Cordials & Liqueur,65144,084279979472,Il Tramonto Limoncello,60,750,6.00,15.75,94.50,No,322"
"Imported Cordials & Liqueur,68339,085592161568,Five Farms Irish Cream Liqueur,34,375,16.00,17.25,276.00,No,300"
"Imported Cordials & Liqueur,66936,086024018832,Grangala Triple Orange Liqueur,80,750,12.00,16.53,198.36,No,330"
"Imported Cordials & Liqueur,64816,086767221063,Romana Black Sambuca,80,750,12.00,20.36,244.32,No,421"
"Imported Cordials & Liqueur,64147,086785900001,Aperol,22,750,6.00,21.75,130.50,No,619"
"Imported Cordials & Liqueur,67610,086891026237,Luxardo Maraschino Cherry,72,750,12.00,28.50,342.00,No,391"
"Imported Cordials & Liqueur,68956,087116003965,Union Rosies Irish Cream,34,750,12.00,13.13,157.56,No,380"
"Imported Cordials & Liqueur,68958,087116003972,Union Rosies Strawberry Cream,34,750,12.00,13.13,157.56,No,380"
"Imported Cordials & Liqueur,65896,087236210359,Metaxa Ouzo,80,750,12.00,15.74,188.88,No,389"
"Imported Cordials & Liqueur,64776,087236565107,Cointreau Liqueur,80,750,12.00,29.99,359.88,No,389"
"Imported Cordials & Liqueur,64774,087236565206,Cointreau Liqueur,80,375,24.00,15.30,367.20,No,389"
"Imported Cordials & Liqueur,77786,088004025984,Tuaca Perfect Chill,70,750,12.00,17.16,205.92,No,421"
"Imported Cordials & Liqueur,66226,088004143541,Pimms Cup No 1,50,750,12.00,18.74,224.88,No,260"
"Imported Cordials & Liqueur,51121,088320001099,Control C Pisco Reservado,80,750,6.00,18.75,112.50,No,305"
"Imported Cordials & Liqueur,64634,088734100708,Campari,48,375,12.00,13.50,162.00,No,619"
"Imported Cordials & Liqueur,67006,088857003306,Midori Melon Liqueur,40,750,12.00,17.24,206.88,No,065"
"Imported Cordials & Liqueur,65536,094922743770,Lucid Absinthe,124,750,6.00,48.75,292.50,No,971"
"Imported Cordials & Liqueur,65125,649188900469,Grand Marnier Cordon Rouge,80,375,12.00,14.99,179.88,No,619"
"Imported Cordials & Liqueur,65126,649188900476,Grand Marnier Cordon Rouge,80,750,12.00,34.97,419.64,No,619"
"Imported Cordials & Liqueur,65127,649188900483,Grand Marnier Cordon Rouge,80,""1,000"",12.00,38.33,459.96,No,619"
"Imported Cordials & Liqueur,64000,689768211028,Absente,110,750,12.00,34.01,408.12,No,305"
"Imported Cordials & Liqueur,64149,721059002387,Aperol,22,""1,000"",6.00,27.00,162.00,No,619"
"Imported Cordials & Liqueur,64636,721059047500,Campari Italian Aperitivo,48,750,12.00,24.75,297.00,No,619"
"Imported Cordials & Liqueur,64996,721059987509,Frangelico Liqueur,40,750,12.00,23.25,279.00,No,619"
"Imported Cordials & Liqueur,64736,721733000043,Patron Citronge,70,750,12.00,21.26,255.12,No,035"
"Imported Cordials & Liqueur,65016,721733703531,Patron Citronge Pineapple,70,750,12.00,21.26,255.12,No,035"
"Imported Cordials & Liqueur,65195,736040011064,Hpnotiq,34,750,6.00,14.99,89.94,No,259"
"Imported Cordials & Liqueur,65191,736040012771,Hpnotiq Mini,34,50,8.00,18.66,149.28,No,259"
"Imported Cordials & Liqueur,65194,736040012856,Hpnotiq,34,375,12.00,9.74,116.88,No,259"
"Imported Cordials & Liqueur,64534,736040523765,Combier Pamplemousse Rose Liqueur,32,750,6.00,21.26,127.56,No,305"
"Imported Cordials & Liqueur,64487,736040523789,Combier Peche Vigne Liqueur,40,750,6.00,21.26,127.56,No,305"
"Imported Cordials & Liqueur,64531,736040523840,Combier Cassis Liqueur,40,750,6.00,21.26,127.56,No,305"
"Imported Cordials & Liqueur,64645,793573762764,Domaine de Canton,56,750,6.00,27.72,166.32,No,259"
"Imported Cordials & Liqueur,66836,898804001008,St Germain,40,750,6,30,180,No,35"
"Imported Cordials & Liqueur,66242,902415304042,Rothman & Winter Orchard Apricot,48,750,12,19.13,229.56,No,305"
"Imported Distilled Spirit Specialty,65792,080432110843,Martell Blue Swift,80,375,12.00,14.99,179.88,No,370"
"Imported Distilled Spirit Specialty,48715,080432113226,Martell VSOP Red Barrel,80,750,12.00,31.49,377.88,No,370"
"Imported Distilled Spirit Specialty,48696,080432400814,Martell VSSD,80,750,12.00,29.22,350.64,No,370"
"Imported Distilled Spirit Specialty,76227,080660352039,Montezuma Blue,80,""1,000"",12.00,6.99,83.88,No,055"
"Imported Distilled Spirit Specialty,88533,086003272019,Mi Campo Reposado,80,750,12.00,18.60,223.20,No,115"
"Imported Distilled Spirit Specialty,88095,086003272033,Mi Campo Blanco,80,750,12.00,18.60,223.20,No,115"
"Imported Distilled Spirit Specialty,77487,088004015077,Tortilla Gold DSS,80,""1,000"",12.00,7.28,87.36,No,421"
"Imported Distilled Spirit Specialty,75087,088352119519,Juarez Gold DSS,80,""1,000"",12.00,7.50,90.00,No,434"
"Imported Distilled Spirit Specialty,87030,4589858890026,Kamiki Japanese Whisky,96,750,6.00,58.32,349.92,No,368"
"Imported Distilled Spirit Specialty,87032,4589858890095,Kamiki Intense Whisky,96,750,6.00,67.26,403.56,No,368"
"Imported Distilled Spirit Specialty,87057,4589858890125,Kamiki Sakura Whisky,96,750,6.00,67.26,403.56,No,368"
"Imported Distilled Spirit Specialty,67219,4589858890873,Umiki Whisky,92,750,12.00,37.91,454.92,No,368"
"Imported Distilled Spirit Specialty,15991,618053113341,Sierra Norte Whiskey Black Corn,90,750,12.00,43.76,525.12,No,368"
"Imported Distilled Spirit Specialty,16048,618053113341,Sierra Norte Whiskey Purple Corn,90,750,12.00,45.00,540.00,No,368"
"Imported Distilled Spirit Specialty,15993,618053313345,Sierra Norte Whiskey White Corn,90,750,12.00,37.50,450.00,No,368"
"Imported Distilled Spirit Specialty,88578,618053333336,Scorpion Mezcal Joven,80,750,12.00,33.99,407.88,No,368"
"Imported Distilled Spirit Specialty,89757,618053333343,Scorpion Mezcal Reposado,80,750,12.00,41.60,499.20,No,368"
"Imported Distilled Spirit Specialty,89754,618053333350,Scorpion Mezcal Anejo 1yr,80,750,12.00,42.62,511.44,No,368"
"Imported Distilled Spirit Specialty,88482,618053333367,Scorpion Mezcal Anejo 2yr,80,750,12.00,47.06,564.72,No,368"
"Imported Distilled Spirit Specialty,15994,618053413342,Sierra Norte Whiskey Yellow Corn,90,750,12.00,40.62,487.44,No,368"
"Imported Distilled Spirit Specialty,89820,618053633337,Scorpion Mezcal Anejo 5 yr,80,750,4.00,143.25,573.00,No,368"
"Imported Distilled Spirit Specialty,42599,850987001015,Leblon Cachaca,80,750,6.00,27.51,165.06,No,035"
"Imported Distilled Spirit Specialty,65752,867971000329,Maestro Agavero Silver,80,""1,000"",12,10.5,126,No,353"
"Imported Distilled Spirit Specialty,65750,867971000336,Maestro Agavero Gold,80,""1,000"",12,10.5,126,No,353"
"Imported Dry Gins,28754,080368580031,135¡ East Hyogo Japanese Dry Gin,84,750,6.00,25.01,150.06,No,338"
"Imported Dry Gins,28253,080480000080,Bombay Sapphire,94,50,8.00,22.50,180.00,No,035"
"Imported Dry Gins,28210,080480002114,Bombay Sapphire East,84,750,12.00,20.25,243.00,No,035"
"Imported Dry Gins,28206,080480300029,Bombay Dry Gin,86,750,12.00,16.50,198.00,No,035"
"Imported Dry Gins,28238,080480301002,Bombay Sapphire Gin,94,""1,750"",6.00,39.75,238.50,No,035"
"Imported Dry Gins,28233,080480301019,Bombay Sapphire Gin,94,""1,000"",12.00,24.75,297.00,No,035"
"Imported Dry Gins,28236,080480301026,Bombay Sapphire Gin,94,750,12.00,20.25,243.00,No,035"
"Imported Dry Gins,28718,080686927099,Pinnacle Gin,80,""1,750"",6.00,15.00,90.00,No,065"
"Imported Dry Gins,28778,080686958031,Roku Gin,86,750,6.00,22.50,135.00,No,065"
"Imported Dry Gins,28627,083664868780,Hendricks Gin,88,""1,000"",6.00,32.51,195.06,No,240"
"Imported Dry Gins,28628,083664869756,Hendricks Gin,92,""1,750"",6.00,54.00,324.00,No,240"
"Imported Dry Gins,28624,083664873449,Hendricks Gin,88,375,12.00,15.00,180.00,No,240"
"Imported Dry Gins,65232,083664873678,Hendricks Orbium,86,750,6.00,33.75,202.50,No,240"
"Imported Dry Gins,65307,083664874125,Hendricks Midsummer Solstice,86,750,6.00,30.00,180.00,No,240"
"Imported Dry Gins,28625,083664990436,Hendricks Gin,88,750,6.00,27.57,165.42,No,240"
