BRIDGEPORT IPA 7.75 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,22747
BUCKLER N/A 4/6 NR,All warehouses,072890000330,072890000309,072890000309,072890000309,29004
CARTA BLANCA 2/12 LNNR,All warehouses,089826600229,089826600120,089826600120,089826600120,28217
CARTA BLANCA 4/6 NR,All warehouses,089826600021,089826600014,089826600014,089826600014,28204
CARTA BLANCA QUARTS,All warehouses,089826400027,089826000043,089826000043,089826000043,28202
COLT 45 MALT LIQUOR 12/40 OZ NR,All warehouses,071250402159,071250000195,071250000195,071250000195,13715
COLT 45 MALT LIQUOR 15/18 OZ NR,All warehouses,071250406805,071250000904,071250000904,071250000904,13780
COLT 45 MALT LIQUOR 4/6 16 OZ CAN,All warehouses,071250000140,071250000140,071250000140,071250000140,13713
CONEY ISLAND FREAKTOBERFEST 4/6 LNNR,All warehouses,887151001038,887151001021,887151001021,887151001021,12216
COORS BANQUET 18 PACK CAN,All warehouses,071990100209,071990100209,071990100209,071990100209,10325
COORS BANQUET 2/12 CAN,All warehouses,071990005474,071990000479,071990000479,071990000479,10312
COORS BANQUET SUITCASE CAN,All warehouses,071990116002,071990116002,071990116002,071990116002,10309
COORS LIGHT 12/24 OZ CAN,All warehouses,071990300661,071990300654,071990300654,071990300654,10527
COORS LIGHT 15/16 OZ ALUM,All warehouses,071990095277,071990095277,071990095277,071990095277,10558
COORS LIGHT 15.5 GAL KEG,All warehouses,071990300807,071990300807,071990300807,071990300807,10546
COORS LIGHT 18 PACK CAN,All warehouses,071990300173,071990300173,071990300173,071990300173,10525
COORS LIGHT 18 PACK NR,All warehouses,071990300784,071990300784,071990300784,071990300784,10580
COORS LIGHT 20 PACK CAN,All warehouses,071990302009,071990302009,071990302009,071990302009,10539
COORS LIGHT 20 PACK LNNR,All warehouses,071990300715,071990300715,071990300715,071990300715,10538
COORS LIGHT 2/12 CAN,All warehouses,071990005481,071990000486,071990000486,071990000486,10512
COORS LIGHT 2/12 LNNR,All warehouses,071990300692,071990300692,071990300692,071990300692,10517
COORS LIGHT 24/16 ALUM,All warehouses,071990301033,071990301033,071990301033,071990301033,10551
COORS LIGHT 2/9 16 OZ ALUM,All warehouses,071990301057,071990301040,071990301040,071990301040,10542
COORS LIGHT 4/6 16 OZ CAN,All warehouses,071990320003,071990320003,071990320003,071990320003,10513
COORS LIGHT 4/6 8 OZ CAN,All warehouses,071990300197,087800000409,087800000409,087800000409,10508
COORS LIGHT 4/6 CAN,All warehouses,071990005283,071990000080,071990000080,071990000080,10511
COORS LIGHT 4/6 LNNR,All warehouses,071990300067,071990300050,071990300050,071990300050,10516
COORS LIGHT 7.75 GAL KEG,All warehouses,071990300906,071990300906,071990300906,071990300906,10547
COORS LIGHT LOOSE LNNR HG,All warehouses,071990300791,071990300791,071990300791,071990300791,10528
COORS LIGHT LOOSE LNNR,All warehouses,071990300074,071990300074,071990300074,071990300074,10519
COORS LIGHT SUITCASE CAN,All warehouses,071990316006,071990316006,071990316006,071990316006,10509
COORS N/A 4/6 LNNR,All warehouses,071990770068,071990770051,071990770051,071990770051,11316
CRISTAL 4/6 11.2 OZ NR,All warehouses,763176290247,008896004959,008896004959,763176600005,14316
CUSQUENA 4/6 11.2 OZ NR,All warehouses,008896002344,008896001279,008896001279,008896001279,13616
DOS XX AMBER 15.5 GAL KEG,All warehouses,072311304009,072311304009,072311304009,072311304009,31646
DOS XX AMBER 2/12 NR,All warehouses,072311931403,072311331401,072311331401,072311331401,31605
DOS XX AMBER 4/6 NR,All warehouses,072311330114,072311630115,072311630115,072311630115,31604
DOS XX AMBER 5.2 GAL KEG,All warehouses,072311300209,072311300209,072311300209,072311300209,31645
DOS XX LAGER 12/24 OZ CAN,All warehouses,072311320948,072311321242,072311321242,072311321242,31727
DOS XX LAGER 12/24 OZ NR,All warehouses,072311924177,072311170154,072311170154,072311170154,31735
DOS XX LAGER 15.5 GAL KEG,All warehouses,072311204002,072311204002,072311204002,072311204002,31746
DOS XX LAGER 18 PACK NR,All warehouses,072311230186,072311230186,072311230186,072311230186,31780
DOS XX LAGER 2/12 CAN,All warehouses,072311424219,072311412131,072311412131,072311412131,31712
DOS XX LAGER 2/12 NR,All warehouses,072311930123,072311230124,072311230124,072311230124,31705
DOS XX LAGER 4/6 NR,All warehouses,072311330121,072311630122,072311630122,072311630122,31704
DOS XX LAGER 6/4 16 OZ CAN,All warehouses,072311320245,072311320160,072311320160,072311320160,31717
DOS XX LAGER LOOSE LNNR,All warehouses,072311332422,072311332422,072311332422,072311332422,31719
FOSTER'S BITTER 25.4 OZ CAN,All warehouses,070897183353,070897183315,070897183315,070897183315,25233
FOSTER'S LAGER 15.5 GAL KEG,All warehouses,070897017818,070897017818,070897017818,070897017818,25046
FOSTER'S LAGER 25.4 OZ CAN,All warehouses,070897013353,070897013315,070897013315,070897013315,25027
GEORGE KILLIAN'S 4/6 LNNR,All warehouses,071990700034,071990700027,071990700027,071990000042,12016
GEORGE KILLIAN'S 5.2 GAL KEG,All warehouses,071990700225,071990700225,071990700225,071990700225,12045
GROLSCH LAGER 4/6 LNNR,All warehouses,083741111266,083741000058,083741000058,083741000058,25316
GROLSCH LAGER 6/4 15.2 OZ NR,All warehouses,083741503108,083741503146,083741503146,083741503146,25332
GUINNESS BLACK & BLONDE 2/12 11.2 OZ NR,All warehouses,083820199192,083820199208,083820199208,083820199208,30005
GUINNESS BREWER'S PACK 18/11.2 OZ NR,All warehouses,083820181654,083820181654,083820181654,083820181654,30380
GUINNESS DIB 4/6 11.2 OZ NR,All warehouses,083820103014,083820104011,083820104011,083820104011,30016
GUINNESS DIC 3/8 14.9 OZ CAN,All warehouses,083820123647,083820123685,083820123685,083820123685,30157
GUINNESS DIC 6/4 14.9 OZ CAN,All warehouses,083820123609,083820123609,083820123609,083820123609,30131
GUINNESS EXTRA STOUT 12/22 OZ NR,All warehouses,083820234817,083820234800,083820234800,083820234800,30020
GUINNESS EXTRA STOUT 15.5 GAL KEG,All warehouses,083820000009,083820000009,083820000009,083820000009,30046
GUINNESS EXTRA STOUT 4/6 NR,All warehouses,083820223552,083820123937,083820123937,083820123937,30004
HARP LAGER 13.2 GAL KEG,All warehouses,083820000009,083820000009,083820000009,083820000009,30348
HARP LAGER 4/6 NR,All warehouses,083820234664,083820234732,083820234732,083820234732,30304
HEINEKEN 12/24 OZ CAN,All warehouses,072890001207,072890001191,072890001191,072890001191,29427
HEINEKEN 13.2 GAL KEG,All warehouses,072890000408,072890000408,072890000408,072890000408,28446
HEINEKEN 18 PACK NR,All warehouses,072890001528,072890001528,072890001528,072890001528,29480
HEINEKEN 2/12 CAN,All warehouses,072890000286,072890000200,072890000200,072890000200,29412
HEINEKEN 2/12 NR,All warehouses,072890000255,072890000163,072890000163,072890000163,29405
HEINEKEN 2/5 LITER CAN,All warehouses,072890001757,072890001740,072890001740,072890001740,29449
HEINEKEN 4/6 7 OZ NR,All warehouses,072890000439,072890000422,072890000422,072890000422,29407
HEINEKEN 4/6 CAN,All warehouses,072890000231,072890000002,072890000002,072890000002,29411
HEINEKEN 4/6 NR,All warehouses,072890000217,072890000118,072890000118,072890000118,29404
HEINEKEN 6/4 16 OZ CAN,All warehouses,072890000842,072890000835,072890000835,072890000835,29417
HEINEKEN DARK 4/6 NR,All warehouses,072890000224,072890000125,072890000125,072890000125,29504
HEINEKEN LOOSE LNNR,All warehouses,072890000316,072890000316,072890000316,072890000316,29419
HEINEKEN LT 2/12 CAN,All warehouses,072890001900,072890001887,072890001887,072890001887,29612
HEINEKEN LT 2/12 NR,All warehouses,072890001573,072890001597,072890001597,072890001597,29605
HEINEKEN LT 2/5 LITER CAN,All warehouses,072890001931,072890001948,072890001948,072890001948,29649
HEINEKEN LT 4/6 NR,All warehouses,072890001603,072890001580,072890001580,072890001580,29604
HEINEKEN LT 6/4 16 OZ CAN,All warehouses,072890004123,072890004116,072890004116,072890004116,29617
HEINEKEN TRANSPORT PACK,All warehouses,072890000002,072890000002,072890000002,072890000002,29426
HIGH LIFE 12/24 OZ CAN,All warehouses,034100013462,034100000059,034100000059,034100000059,10027
HIGH LIFE 18 PACK CAN,All warehouses,034100013400,034100013400,034100013400,034100000042,10025
HIGH LIFE 2/12 LNNR,All warehouses,034100015091,034100015091,034100015091,034100015091,10005
HIGH LIFE 30 PACK CAN,All warehouses,034100013417,034100013417,034100013417,034100000042,10023
HIGH LIFE 4/6 16 OZ CAN,All warehouses,034100000073,034100000073,034100000073,034100000073,10013
HIGH LIFE 4/6 LNNR,All warehouses,034100012052,034100015053,034100015053,034100015053,10016
HIGH LIFE LT 2/12 LNNR,All warehouses,034100032098,034100035099,034100035099,034100005788,10105
HIGH LIFE LT 30 PACK CAN,All warehouses,034100033415,034100033415,034100033415,034100033415,10123
HIGH LIFE LT 4/6 16 OZ CAN,All warehouses,034100005825,034100005825,034100005825,034100005825,10113
HIGH LIFE QUARTS,All warehouses,034100012311,034100000318,034100000318,034100000318,10002
ICEHOUSE 12/24 OZ CAN,All warehouses,034100623463,034100008802,034100008802,034100008802,11027
ICEHOUSE 4/6 LNNR,All warehouses,034100622053,034100625054,034100625054,034100008871,11016
INDIO 2/12 NR,All warehouses,089826905225,089826905126,089826905126,089826905126,28905
INDIO 4/6 NR,All warehouses,089826905249,089826905065,089826905065,089826905065,28904
ItemName,Warehouse,CaseUPC,PackUPC,RetailUPC,UnitUPC,ItemKey
KALIBER N/A 4/6 NR,All warehouses,083820725544,083820725537,083820725537,083820725537,30504
KEYSTONE LIGHT 12/24 OZ CAN,All warehouses,071990480257,071990480240,071990480240,071990480240,11727
KEYSTONE LIGHT 18 PACK CAN,All warehouses,071990480165,071990480165,071990480165,071990480165,11725
KEYSTONE LIGHT 2/12 CAN,All warehouses,071990480059,071990480042,071990480042,071990480042,11712
KEYSTONE LIGHT 30 PACK CAN,All warehouses,071990480196,071990480196,071990480196,071990480196,11723
KEYSTONE LIGHT 4/6 16 OZ CAN,All warehouses,071990480080,071990480080,071990480080,071990480080,11713
LABATT BLUE 4/6 11.5 OZ LNNR,All warehouses,062067051777,062067051722,062067051722,062067051722,27916
LEINE BIG EDDY 5.2 GAL KEG,All warehouses,034100002893,034100002893,034100002893,034100002893,12945
LEINE CREAMY DARK 4/6 LNNR,All warehouses,034100464059,034100468057,034100468057,034100468057,11916
LEINE HONEY WEISS 4/6 LNNR,All warehouses,034100482053,034100485054,034100485054,034100485054,12916
LEINE SEAS (SM) - BEERGARTEN TART 15.5 GAL KEG,All warehouses,034100007447,034100007447,034100007447,034100007447,12446
LEINE SEAS VARIETY PACK 2/12 CAN,All warehouses,034100783501,034100786502,034100786502,034100786502,12912
LEINE SUNSET WHEAT 4/6 LNNR,All warehouses,034100494056,034100498054,034100498054,034100498054,12116
LITE 12/24 OZ CAN,All warehouses,034100573461,034100003555,034100003555,034100003555,10627
LITE 15/16 OZ ALUM CAN,All warehouses,034100577070,034100577070,034100577070,034100577070,10658
LITE 15.5 GAL KEG,All warehouses,034100005344,034100005344,034100005344,034100005344,10646
LITE 18 PACK CAN,All warehouses,034100573409,034100573409,034100573409,034100003548,10625
LITE 18 PACK NR,All warehouses,034100572563,034100572563,034100572563,034100572563,10680
LITE 20 PACK CAN,All warehouses,034100573751,034100573751,034100573751,034100573751,10639
LITE 20 PACK LNNR,All warehouses,034100572174,034100572174,034100572174,034100572174,10638
LITE 2/12 CAN,All warehouses,034100576363,034100576363,034100576363,034100003548,10612
LITE 2/12 LNNR,All warehouses,034100575090,034100575090,034100575090,034100575090,10617
LITE 24/16 ALUM,All warehouses,034100570255,034100570255,034100570255,034100570255,10651
LITE 2/9 16 OZ ALUM,All warehouses,034100570224,034100570231,034100570231,034100570231,10642
LITE 4/6 16 OZ CAN,All warehouses,034100003579,034100003579,034100003579,034100003579,10613
LITE 4/6 7 OZ NR,All warehouses,034100573911,034100572389,034100572389,034100572389,10607
LITE 4/6 CAN,All warehouses,034100573041,034100003548,034100003548,034100003548,10611
LITE 4/6 LNNR,All warehouses,034100572051,034100575052,034100575052,034100003623,10616
LITE 7.75 GAL KEG,All warehouses,034100005337,034100005337,034100005337,034100005337,10647
LITE LOOSE LNNR HG,All warehouses,034100572433,034100572433,034100572433,034100572433,10628
LITE LOOSE LNNR,All warehouses,034100572150,034100572150,034100572150,034100572150,10619
LITE QUARTS,All warehouses,034100572310,034100003821,034100003821,034100003821,10602
LITE SUITCASE CAN,All warehouses,034100573065,034100573065,034100573065,034100003548,10609
LITE TRANSPORT PACK,All warehouses,034100577063,034100577063,034100577063,034100577063,10626
LONE STAR 15.5 GAL KEG,All warehouses,073360000003,073360000003,073360000003,073360000003,15046
LONE STAR 2/12 CAN,All warehouses,073360183416,073360183416,073360183416,073360183416,15012
LONE STAR 2/12 NR,All warehouses,073360182310,073360182310,073360182310,073360182310,15005
LONE STAR 4/6 16 OZ CAN,All warehouses,073360187544,073360187544,073360187544,073360187544,15013
LONE STAR 4/6 LNNR,All warehouses,073360182617,073360186615,073360186615,070897183315,15016
LONE STAR LT 2/12 CAN,All warehouses,073360193415,073360193415,073360193415,073360193415,15112
LONE STAR LT 2/12 NR,All warehouses,073360182327,073360182327,073360182327,073360182327,15105
LONE STAR LT 4/6 16 OZ CAN,All warehouses,073360197543,073360197543,073360197543,073360197543,15113
LONE STAR LT 4/6 LNNR,All warehouses,073360192616,073360196614,073360196614,073360196614,15116
LONE STAR LT SUITCASE CAN,All warehouses,073360193019,073360193019,073360193019,073360193019,15109
LONE STAR SUITCASE CAN,All warehouses,073360183010,073360183010,073360183010,073360183010,15009
MAGNUM MALT LIQUOR 12/40 OZ NR,All warehouses,034100182403,034100000912,034100000912,034100000912,13815
MICKEY'S MALT LIQUOR 12/24 OZ CAN,All warehouses,034100777463,034100002176,034100002176,034100002176,13927
MICKEY'S MALT LIQUOR 12/40 OZ NR,All warehouses,034100774400,034100001858,034100001858,034100001858,13915
"MICKEY'S MALT LIQUOR 4/6 NR ""BM""",All warehouses,034100778354,034100774356,034100774356,034100001780,13904
MILLER 64 18 PACK CAN,All warehouses,034100153403,034100153403,034100153403,034100153403,10425
MILLER 64 2/12 CAN,All warehouses,034100156367,034100156367,034100156367,034100009045,10412
MILLER 64 2/12 LNNR,All warehouses,034100152093,034100155094,034100155094,034100155094,10417
MILLER 64 4/6 LNNR,All warehouses,034100152055,034100155056,034100155056,034100009120,10416
MILLER 64 SUITCASE CAN,All warehouses,034100153069,034100153069,034100153069,034100153069,10409
MILLER GENUINE DRAFT 15.5 GAL KEG,All warehouses,034100005030,034100005030,034100005030,034100005030,10246
MILLER GENUINE DRAFT 18 PACK CAN,All warehouses,034100173401,034100173401,034100173401,034100005542,10225
MILLER GENUINE DRAFT 20 PACK LNNR,All warehouses,034100172176,034100172176,034100172176,034100172176,10238
MILLER GENUINE DRAFT 2/12 CAN,All warehouses,034100176365,034100176365,034100176365,034100005542,10212
MILLER GENUINE DRAFT 2/12 LNNR,All warehouses,034100172091,034100175092,034100175092,034100005627,10217
MILLER GENUINE DRAFT 4/6 LNNR,All warehouses,034100172053,034100175054,034100175054,034100005627,10216
MILLER GENUINE DRAFT SUITCASE CAN,All warehouses,034100173067,034100173067,034100173067,034100005542,10209
MILWAUKEE'S BEST 2/12 CAN,All warehouses,034100313500,034100316020,034100316020,034100316020,13012
MILWAUKEE'S BEST 30 PACK CAN,All warehouses,034100313418,034100313418,034100313418,034100313418,13023
MILWAUKEE'S BEST 4/6 16 OZ CAN,All warehouses,034100001575,034100001575,034100001575,034100001575,13013
MILWAUKEE'S BEST LIGHT 2/12 CAN,All warehouses,034100073503,034100076023,034100076023,034100006549,13212
MILWAUKEE'S BEST LIGHT 30 PACK CAN,All warehouses,034100073411,034100073411,034100073411,034100073411,13223
MILWAUKEE'S BEST LIGHT 4/6 16 OZ CAN,All warehouses,034100006570,034100006570,034100006570,034100006570,13213
MILWAUKEE'S BEST LIGHT SUITCASE CAN,All warehouses,034100073060,034100073060,034100073060,034100006549,13209
MOLSON CANADIAN 15.5 GAL KEG,All warehouses,068213037411,068213037411,068213037411,068213037411,23646
MOLSON CANADIAN 4/6 NR,All warehouses,068213031167,068213031129,068213031129,068213033215,23604
MOLSON GOLDEN 4/6 NR,All warehouses,068213021168,068213021120,068213021120,068213021113,23004
MOOSEHEAD 4/6 NR,All warehouses,072311330091,072311630092,072311630092,072311630092,31204
NEWCASTLE BROWN ALE 12/18.6 OZ NR,All warehouses,088345100609,088345100555,088345100555,088345100555,15618
NEWCASTLE BROWN ALE 13.2 GAL KEG,All warehouses,088345101132,088345101132,088345101132,088345101132,15648
NEWCASTLE BROWN ALE 2/12 NR,All warehouses,088345100548,088345100531,088345100531,088345100531,15605
NEWCASTLE BROWN ALE 4/6 NR,All warehouses,088345100593,088345100050,088345100050,088345100050,15604
OLD ENGLISH 12/24 OZ CAN,All warehouses,034100897468,034100006129,034100006129,034100006129,12827
OLD ENGLISH 12/40 OZ NR,All warehouses,034100894405,034100006228,034100006228,034100006228,12815
OLD ENGLISH 4/6 16 OZ CAN,All warehouses,034100006082,034100006082,034100006082,034100006082,12813
OLD MILWAUKEE 2/12 CAN,All warehouses,052300033110,052300025405,052300025405,052300025405,14812
OLD MILWAUKEE 4/6 16 OZ CAN,All warehouses,052300000242,052300000242,052300000242,052300000242,14813
OLD MILWAUKEE LIGHT 4/6 16 OZ CAN,All warehouses,052300000044,052300000044,052300000044,052300000044,14913
OLD MILWAUKEE N/A 4/6 CAN,All warehouses,052300000358,052300000358,052300000358,052300000358,15011
PABST BLUE RIBBON 12/24 OZ CAN,All warehouses,022100112094,022100000049,022100000049,022100000049,16027
PABST BLUE RIBBON 15.5 GAL KEG,All warehouses,022100000001,022100000001,022100000001,022100000001,16046
PABST BLUE RIBBON 2/12 CAN,All warehouses,022100001701,022100001701,022100001701,022100175006,16012
PABST BLUE RIBBON 4/6 16 OZ CAN,All warehouses,022100000742,022100000742,022100000742,022100000742,16013
PABST BLUE RIBBON 4/6 LNNR,All warehouses,022100002906,022100002890,022100002890,022100002890,16016
PEARL 2/12 CAN,All warehouses,071440015428,071440015428,071440015428,071440015428,12512
PEARL LIGHT 2/12 CAN,All warehouses,071440025427,071440025427,071440025427,071440025427,12612
PERONI 2/12 LNNR,All warehouses,181954000053,181954000046,181954000046,181954000046,26417
PERONI 4/6 11.2 OZ NR,All warehouses,081954000032,181954000022,181954000022,181954000022,26416
PERONI 7.92 GAL,All warehouses,081954000063,081954000063,081954000063,081954000063,26449
PILSNER URQUELL 13.2 GAL KEG,All warehouses,8594404117102,8594404117102,8594404117102,8594404117102,30748
PILSNER URQUELL 4/6 NR,All warehouses,072311330015,072311630016,072311630016,072311630016,30704
RED STRIPE 12/24 OZ NR,All warehouses,083820567977,083820567960,083820567960,083820567960,30235
RED STRIPE 2/12 11.2 OZ NR,All warehouses,083820138948,083820138948,083820138948,083820138948,30205
RED STRIPE 4/6 11.2 OZ NR,All warehouses,083820138931,083820567939,083820567939,083820567939,30204
REDD'S SEAS (FL) - GINGER APPLE ALE 4/6 LNNR,All warehouses,034100989316,034100989309,034100989309,034100989309,16516
SA ANGRY ORCHARD APPLE GINGER CIDER 4/6 NR,All warehouses,087692841043,087692841029,087692841029,087692841029,10704
SA ANGRY ORCHARD CRISP APPLE CIDER 15.5 GAL KEG,All warehouses,087692829997,087692829997,087692829997,087692829997,10846
SA ANGRY ORCHARD CRISP APPLE CIDER 4/6 NR,All warehouses,087692821045,087692821021,087692821021,087692821021,10804
SA ANGRY ORCHARD CRISP APPLE CIDER 5.2 GAL KEG,All warehouses,087692829188,087692829188,087692829188,087692829188,10845
SA ANGRY ORCHARD TRADITIONAL DRY CIDER 4/6 NR,All warehouses,087692861041,087692861027,087692861027,087692861027,10904
SA BOSTON LAGER 12/22 OZ NR,All warehouses,087692102380,087692102007,087692102007,087692102007,17320
SA BOSTON LAGER 15.5 GAL KEG,All warehouses,087692109990,087692109990,087692109990,087692109990,17346
SA BOSTON LAGER 2/12 LNNR,All warehouses,087692100157,087692100140,087692100140,087692100140,17317
SA BOSTON LAGER 4/6 LNNR,All warehouses,087692100027,087692100126,087692100126,087692100126,17316
SA BOSTON LAGER 5.2 GAL KEG,All warehouses,087692109181,087692109181,087692109181,087692109181,17345
SA CHERRY WHEAT 4/6 LNNR,All warehouses,087692271048,087692271024,087692271024,087692271024,17516
SA LIGHT 4/6 LNNR,All warehouses,087692111047,087692111023,087692111023,087692111023,20016
SA LONGSHOT 4/6 LNNR,All warehouses,087692681045,087692681021,087692681021,087692681021,20916
SA REBEL JUICED IPA 4/6 LNNR,All warehouses,087692005032,087692005063,087692005063,087692005025,17916
SA SEAS (SM) - SUMMER ALE 15.5 GAL KEG,All warehouses,087692019992,087692019992,087692019992,087692019992,20346
SA SM BATCH SEAS (FL) - FAT JACK 5.2 GAL KEG,All warehouses,087692729181,087692729181,087692729181,087692729181,17645
SCHAEFFER LIGHT 2/12 CAN,All warehouses,072480424034,072480424034,072480424034,072480424034,13412
SCHAEFFER LIGHT SUITCASE CAN,All warehouses,072480411041,072480411041,072480411041,072480411041,13409
SCHLITZ GUSTO 2/12 CAN,All warehouses,052300015406,052300015406,052300015406,052300015406,14112
SCHLITZ GUSTO 4/6 16 OZ CAN,All warehouses,052300000143,052300000143,052300000143,052300000143,14113
SCHLITZ GUSTO 4/6 LNNR,All warehouses,052300019336,052300012900,052300012900,052300012900,14116
SCHLITZ HIGH GRAVITY 12/24 OZ CAN,All warehouses,052300030041,052300001430,052300001430,052300001430,14627
SCHLITZ HIGH GRAVITY 4/6 16 OZ CAN,All warehouses,052300001447,052300001447,052300001447,052300001447,14613
SCHLITZ MALT LIQUOR 12/24 OZ CAN,All warehouses,052300049982,052300000457,052300000457,052300000457,14227
SCHLITZ MALT LIQUOR 12/40 OZ NR,All warehouses,052300049203,052300000471,052300000471,052300000471,14215
SCHLITZ MALT LIQUOR 2/15 CAN,All warehouses,052300045410,052300045410,052300045410,052300045410,14224
SCHLITZ MALT LIQUOR 4/6 16 OZ CAN,All warehouses,052300000440,052300000440,052300000440,052300000440,14213
SHARPS N/A 4/6 LNNR,All warehouses,034100102050,034100105051,034100105051,034100003210,14016
SHINER BLACK LAGER 2/12 LNNR,All warehouses,088573600063,088573600056,088573600056,088573600056,23117
SHINER BLACK LAGER 4/6 LNNR,All warehouses,088573600032,088573600025,088573600025,088573600025,23116
SHINER BOCK 12/24 OZ NR,All warehouses,088573332018,088573332001,088573332001,088573332001,23335
SHINER BOCK 15.5 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,23346
SHINER BOCK 2/12 CAN,All warehouses,088573331097,088573331080,088573331080,088573331080,23312
SHINER BOCK 2/12 LNNR,All warehouses,088573331066,088573433333,088573433333,088573433333,23317
SHINER BOCK 4/6 CAN,All warehouses,088573331042,088573331073,088573331073,088573331073,23311
SHINER BOCK 4/6 LNNR,All warehouses,088573331059,088573331011,088573331011,088573331011,23316
SHINER BOCK LOOSE LNNR,All warehouses,088573331028,088573331028,088573331028,088573331028,23319
SHINER FAMILY REUNION 2/12 LNNR,All warehouses,088573700145,088573700039,088573700039,088573700039,23217
SHINER FAMILY REUNION 4/6 LNNR,All warehouses,088573700152,088573700022,088573700022,088573700022,23216
SHINER HOMESPUN CREAM ALE 4/6 LNNR,All warehouses,088573910049,088573910018,088573910018,088573910001,12316
SHINER LIGHT BLONDE 15.5 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,23446
SHINER LIGHT BLONDE 2/12 CAN,All warehouses,088573400144,088573400168,088573400168,088573400168,23412
SHINER LIGHT BLONDE 2/12 LNNR,All warehouses,088573400335,088573433326,088573433326,088573433326,23417
SHINER LIGHT BLONDE 4/6 LNNR,All warehouses,088573400038,088573400021,088573400021,088573400021,23416
SHINER LIGHT BLONDE 7.75 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,23447
SHINER PREMIUM 15.5 GAL KEG,All warehouses,088573100129,088573100129,088573100129,088573100129,23546
SHINER PREMIUM 4/6 LNNR,All warehouses,088573100464,088573100068,088573100068,088573100013,23516
SHINER RUBY REDBIRD 15.5 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,23746
SHINER RUBY REDBIRD 2/12 LNNR,All warehouses,088573960075,088573960044,088573960044,088573960044,23717
SHINER RUBY REDBIRD 4/6 LNNR,All warehouses,088573960037,088573960020,088573960020,088573960020,23716
SHINER RUBY REDBIRD 7.75 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,23747
SHINER WHITE WING 15.5 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,23846
SHINER WHITE WING 2/12 LNNR,All warehouses,088573900064,088573900057,088573900057,088573900057,23817
SHINER WHITE WING 4/6 LNNR,All warehouses,088573900033,088573900026,088573900026,088573900026,23816
SHINER WHITE WING 7.75 GAL KEG,All warehouses,088573000009,088573000009,088573000009,088573000009,23847
SMIRNOFF ICE 12/24 OZ NR,All warehouses,082000725701,082000725695,082000725695,082000725695,30635
SMIRNOFF ICE 2/12 11.2 OZ LNNR,All warehouses,082000725176,082000725183,082000725183,082000725183,30617
SMIRNOFF ICE 4/6 11.2 OZ NR,All warehouses,082000725008,082000723851,082000723851,082000723851,30616
