"""Item Code"",""ItemStatus"",""Description"",""Size"",""Age"",""Proof"",""Bottles Per Case"",""Unit Price"",""Effective Date"""
"""4457B"",""$"",""JC TRAD. REPOSADO W/GLASSES"",""750 ML"",,80,6,17.95,08/01/2020"
"""4458B"",""@"",""WANDERBACK WHISKEY BATCH NO 1"",""750 ML"",""2 YRS"",90,6,74.95,08/01/2020"
"""4462B"",""@"",""GLENFIDDICH PROJECT XX"",""750 ML"",,94,6,52.95,08/01/2020"
"""4467B"",""@"",""CRATER LAKE EST. GIN 2017"",""750 ML"",,85,6,49.95,08/01/2020"
"""4470B"",""@"",""WESTWARD WHISKEY HIGH PROOF"",""750 ML"",""3 YRS"",100,6,99.95,08/01/2020"
"""4473B"",""$"",""BUSHMILLS W/2-50ML"",""750 ML"",,80,6,28.95,08/01/2020"
"""4477B"",,""BULL RUN AMERICAN WHISKEY OREGON PINOT NOIR CASK"",""750 ML"",,100,12,34.95,08/01/2020"
"""4477E"",""@"",""BULL RUN AMERICAN WHISKEY OREGON PINOT NOIR CASK"",""375 ML"",,100,12,16.95,08/01/2020"
"""4477F"",,""BULL RUN AMERICAN WHISKEY OREGON PINOT NOIR CASK"",""50 ML"",,100,90,5.00,08/01/2020"
"""4479B"",""@"",""RESIGNATION RYE WHISKEY"",""750 ML"",,100,12,45.95,08/01/2020"
"""4480B"",""@"",""IMMORTAL SPIRITS SINGLE GRAIN WHISKEY"",""750 ML"",,85,12,47.00,08/01/2020"
"""4481B"",,""STILAR AQUAVIT SKJONNHET"",""750 ML"",,84,12,35.00,08/01/2020"
"""4486B"",""@"",""ROLLING RIVER HOT HABANERO VODKA"",""750 ML"",,80,12,30.00,08/01/2020"
"""4489B"",""@"",""CRESCENDO VODKA"",""750 ML"",,80,12,18.95,08/01/2020"
"""4523B"",""@"",""NEW DEAL CASCARA LIQUEUR"",""750 ML"",,52,12,29.95,08/01/2020"
"""4523E"",""@"",""NEW DEAL CASCARA LIQUEUR"",""375 ML"",,52,12,21.95,08/01/2020"
"""4524B"",,""SOUTHERN COMFORT 80 PROOF"",""750 ML"",,80,12,12.95,08/01/2020"
"""4526B"",,""SENSEI JAPANESE WHISKEY"",""750 ML"",,80,12,39.95,08/01/2020"
"""4527B"",""@"",""ANCHO REYES VERDE"",""750 ML"",,80,6,29.95,08/01/2020"
"""4530B"",""@"",""VIVACITY SPIRITS MUSCAT BRANDY"",""750 ML"",,80,12,42.00,08/01/2020"
"""4532B"",,""NEW AMSTERDAM LEMON VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""4532H"",,""NEW AMSTERDAM LEMON VODKA"",""1.75 L"",,70,6,23.95,08/01/2020"
"""4533B"",,""NEW AMSTERDAM RASPBERRY VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""4535B"",""@"",""MARTELL BLUESWIFT"",""750 ML"",,80,12,49.95,08/01/2020"
"""4543B"",""@"",""STEIN DISTILLERY STRAIGHT COUGAR CORN WHISKEY"",""750 ML"",""7 YRS"",80,6,79.95,08/01/2020"
"""4546B"",,""PORTLAND POTATO HABANERO VODKA"",""750 ML"",,80,12,18.95,08/01/2020"
"""4546F"",,""PORTLAND POTATO HABANERO VODKA"",""50 ML"",,80,120,3.00,08/01/2020"
"""4548B"",""@"",""MIRU VODKA"",""750 ML"",,80,12,26.95,08/01/2020"
"""4549B"",""@"",""REX RYE WHISKEY"",""750 ML"",,90,6,36.95,08/01/2020"
"""4559E"",,""TWISTED SHOTS TAILGATE PARTY PACK"",""375 ML"",,40,6,19.95,08/01/2020"
"""4560B"",""@"",""DUBLINER IRISH WHISKY"",""750 ML"",,80,6,26.95,08/01/2020"
"""4561B"",,""TULLAMORE DEW CIDER CASK"",""750 ML"",,80,12,32.95,08/01/2020"
"""4562B"",,""COPPER & KINGS AMERICAN CRAFT BRANDY"",""750 ML"",,90,6,29.95,08/01/2020"
"""4563E"",""@"",""SHOCHU"",""375 ML"",,55,12,24.95,08/01/2020"
"""4577B"",,""BASIL HAYDEN'S DARK RYE"",""750 ML"",,80,6,39.95,08/01/2020"
"""4578B"",,""HORNITOS CRISTALINO"",""750 ML"",,80,12,32.95,08/01/2020"
"""4579B"",""@"",""NEW DEAL RESERVE BOURBON WHISKEY"",""750 ML"",,80,12,39.95,08/01/2020"
"""4580B"",""@"",""NEW DEAL RESERVE RYE WHISKEY"",""750 ML"",,80,12,39.95,08/01/2020"
"""4581B"",""@"",""NEW DEAL RESERVE WHEAT WHISKEY"",""750 ML"",,80,12,39.95,08/01/2020"
"""4582B"",,""CASCADE POTATO VODKA"",""750 ML"",,80,12,19.95,08/01/2020"
"""4582H"",""@"",""CASCADE POTATO VODKA"",""1.75 L"",,80,6,24.95,08/01/2020"
"""4586B"",""@"",""SPIRITOPIA PEPPERMINT LIQUEUR"",""750 ML"",,99,12,22.95,08/01/2020"
"""4586E"",""@"",""SPIRITOPIA PEPPERMINT LIQUEUR"",""375 ML"",,99,12,19.95,08/01/2020"
"""4593B"",,""BUMBU RUM"",""750 ML"",,70,6,34.95,08/01/2020"
"""4597B"",,""THE SEXTON"",""750 ML"",,80,6,33.95,08/01/2020"
"""4598B"",,""SOBIESKI ESTATE"",""750 ML"",,80,6,19.95,08/01/2020"
"""4599B"",""@"",""FOX-TAIL DISTILLERY ORCHARD VODKA"",""750 ML"",,80,12,34.95,08/01/2020"
"""4604B"",,""CODIGO 1530 TEQUILA BLANCO"",""750 ML"",,80,6,49.95,08/01/2020"
"""4605B"",,""CODIGO 1530 TEQUILA REPOSADO"",""750 ML"",,80,6,54.95,08/01/2020"
"""4606B"",,""OLD FORESTER STATESMAN"",""750 ML"",,95,6,54.95,08/01/2020"
"""4615B"",,""JOSEPH MAGNUS CIGAR BLEND BOURBON"",""750 ML"",,101,6,150.75,08/01/2020"
"""4616B"",,""HANSON OF SONOMA ORIGINAL ORGANIC VODKA"",""750 ML"",,80,6,24.95,08/01/2020"
"""4617B"",,""HANSON OF SONOMA CUCUMBER ORGANIC VODKA"",""750 ML"",,80,6,24.95,08/01/2020"
"""4618B"",,""JACK DANIEL'S CORE RYE"",""750 ML"",,90,12,21.95,08/01/2020"
"""4620B"",""@"",""CANNON BEACH XALAPA"",""750 ML"",,80,12,44.95,08/01/2020"
"""4627B"",,""CROWN ROYAL SALTED CARAMEL"",""750 ML"",,70,12,27.95,08/01/2020"
"""4629B"",,""MICHTER'S LTD RELEASE TOASTED BARREL STRENGTH RYE"",""750 ML"",,110,3,79.15,08/01/2020"
"""4634B"",,""SHACKLETON"",""750 ML"",,80,6,29.95,08/01/2020"
"""4643B"",""@"",""SWALLOWTAIL BLACKBERRY VODKA"",""750 ML"",,70,12,26.00,08/01/2020"
"""4644D"",""@"",""UMATILLA GOLD"",""200 ML"",,80,6,15.95,08/01/2020"
"""4645B"",,""BURNSIDE BLENDED BOURBON"",""750 ML"",,92,12,29.95,08/01/2020"
"""4645F"",,""BURNSIDE BLENDED BOURBON"",""50 ML"",,92,120,3.00,08/01/2020"
"""4646B"",,""BURNSIDE WEST END BLEND"",""750 ML"",,84,12,24.95,08/01/2020"
"""4646F"",""@"",""BURNSIDE WEST END BLEND"",""50 ML"",,84,120,3.00,08/01/2020"
"""4647B"",,""BURNSIDE STRAIGHT BOURBON"",""750 ML"",,92,12,36.95,08/01/2020"
"""4648B"",""@"",""STONE BARN PEACH ROCK AND RYE"",""750 ML"",,74,12,40.00,08/01/2020"
"""4648E"",""@"",""STONE BARN PEACH ROCK AND RYE"",""375 ML"",,74,12,25.00,08/01/2020"
"""4651B"",,""MALIBU LIME"",""750 ML"",,42,12,16.95,08/01/2020"
"""4652B"",,""JAMESON CASKMATES IPA"",""750 ML"",,80,12,29.95,08/01/2020"
"""4652D"",,""JAMESON CASKMATES IPA"",""200 ML"",,80,24,9.95,08/01/2020"
"""4652F"",,""JAMESON CASKMATES IPA"",""50 ML"",,80,120,2.50,08/01/2020"
"""4653B"",""@"",""CRESCENDO GRAPEFRUIT"",""750 ML"",,56,12,19.95,08/01/2020"
"""4660B"",""@"",""4 SPIRITS CUCUMBER GIN"",""750 ML"",,80,6,32.95,08/01/2020"
"""4661E"",""@"",""DRIFTWOOD MANHATTAN"",""375 ML"",,70,12,24.95,08/01/2020"
"""4679B"",,""ARDBEG AN OA"",""750 ML"",,93,6,55.95,08/01/2020"
"""4685B"",,""GLENFIDDICH INDIA PALE ALE CASK"",""750 ML"",,86,6,52.95,08/01/2020"
"""4689B"",""@"",""SWALLOWTAIL LONDON DRY GIN"",""750 ML"",,90,12,29.95,08/01/2020"
"""4689E"",""@"",""SWALLOWTAIL LONDON DRY GIN"",""375 ML"",,90,12,18.00,08/01/2020"
"""4690B"",""@"",""HDC DUAL BARREL RYE OLD FASHIONED"",""750 ML"",,92,12,45.00,08/01/2020"
"""4691B"",""@"",""HDC DUAL BARREL BOURBON OLD FASHIONED"",""750 ML"",,92,12,45.00,08/01/2020"
"""4702B"",,""JOHNNIE WALKER AGED 18 YEAR"",""750 ML"",,80,6,84.95,08/01/2020"
"""4703B"",""@"",""NEW DEAL PEAR BRANDY"",""750 ML"",,80,12,39.95,08/01/2020"
"""4703E"",""@"",""NEW DEAL PEAR BRANDY"",""375 ML"",,80,12,24.95,08/01/2020"
"""4704E"",""@"",""AVIATION AMERICAN GIN"",""375 ML"",,84,12,15.95,08/01/2020"
"""4704F"",""@"",""AVIATION AMERICAN GIN"",""50 ML"",,84,60,3.75,08/01/2020"
"""4704H"",""@"",""AVIATION AMERICAN GIN"",""1.75 L"",,84,3,54.95,08/01/2020"
"""4705B"",""@"",""SANTA TERESA 1796"",""750 ML"",,80,6,44.95,08/01/2020"
"""4706E"",,""503 DISTILLING - THE WICKED MULE (SINGLE CAN)"",""375 ML"",,28,24,4.95,08/01/2020"
"""4726B"",,""MEZCAL LOS JAVIS JOVEN ESPADIN"",""750 ML"",,81,6,34.95,08/01/2020"
"""4729B"",""@"",""DROP SHOP PUMPKIN SPICE"",""750 ML"",,70,6,24.95,08/01/2020"
"""4729E"",""@"",""DROP SHOP PUMPKIN SPICE"",""375 ML"",,70,12,15.95,08/01/2020"
"""4737B"",,""360 MANGO FLAVORED VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""4739B"",""@"",""OREGON ARAK"",""750 ML"",,86,12,24.95,08/01/2020"
"""4752B"",,""UNION UNO MEZCAL JOVEN"",""750 ML"",,80,6,37.95,08/01/2020"
"""4761B"",""@"",""BURNSIDE RYE"",""750 ML"",,92,12,34.95,08/01/2020"
"""4767B"",,""LUNAZUL EL HUMOSO"",""750 ML"",,80,6,19.95,08/01/2020"
"""4790B"",""@"",""86IXT TUXEDO VODKA"",""750 ML"",,86,12,33.95,08/01/2020"
"""4791E"",""@"",""VINN HONEY BAIJIU"",""375 ML"",,76,12,28.00,08/01/2020"
"""4794B"",""@"",""CAFFE' CORRETTO"",""750 ML"",,70,12,34.95,08/01/2020"
"""4796B"",""@"",""SWALLOWTAIL APPLE CIDER VODKA"",""750 ML"",,70,12,27.50,08/01/2020"
"""4796E"",""@"",""SWALLOWTAIL APPLE CIDER VODKA"",""375 ML"",,70,12,14.00,08/01/2020"
"""4802B"",,""FREELAND SPIRITS SPECIAL EDITION"",""750 ML"",,90,6,35.95,08/01/2020"
"""4803B"",""@"",""SASSY MERMAID"",""750 ML"",,80,12,34.95,08/01/2020"
"""4803E"",""@"",""SASSY MERMAID"",""375 ML"",,80,12,19.95,08/01/2020"
"""4804B"",""@"",""SWALLOWTAIL SINGLE BARREL GIN"",""750 ML"",,114,12,37.95,08/01/2020"
"""4804E"",""@"",""SWALLOWTAIL SINGLE BARREL GIN"",""375 ML"",,114,12,18.00,08/01/2020"
"""4807B"",,""SKYY INFUSIONS SUN RIPENED WATERMELON"",""750 ML"",,70,12,16.95,08/01/2020"
"""4818B"",,""THREE OLIVES ROSE VODKA"",""750 ML"",,70,12,17.95,08/01/2020"
"""4824B"",""@"",""CASCADE CHIPOTLE VODKA"",""750 ML"",,80,12,14.95,08/01/2020"
"""4825B"",,""WILD ROOTS HUCKLEBERRY VODKA"",""750 ML"",,70,12,24.95,08/01/2020"
"""4840B"",,""REDNECK RIVIERA WHISKEY"",""750 ML"",,80,6,24.95,08/01/2020"
"""4840E"",""@"",""REDNECK RIVIERA WHISKEY"",""375 ML"",,80,24,13.95,08/01/2020"
"""4840F"",""@"",""REDNECK RIVIERA WHISKEY"",""50 ML"",,80,120,2.50,08/01/2020"
"""4840H"",""@"",""REDNECK RIVIERA WHISKEY"",""1.75 L"",,80,6,44.95,08/01/2020"
"""4841B"",,""BAILEYS STRAWBERRY & CREAM"",""750 ML"",,34,12,29.95,08/01/2020"
"""4848B"",""@"",""VINN BAIJIU FAMILY RESERVE"",""750 ML"",,104,12,59.95,08/01/2020"
"""4859B"",""@"",""CRATER LAKE ROCK & RYE"",""750 ML"",,70,6,17.95,08/01/2020"
"""4859E"",""@"",""CRATER LAKE ROCK & RYE"",""375 ML"",,70,12,9.95,08/01/2020"
"""4862B"",""@"",""DOCTOR BIRD JAMAICA RUM"",""750 ML"",,100,12,29.95,08/01/2020"
"""4864B"",""@"",""PNW VODKA"",""750 ML"",,80,6,24.95,08/01/2020"
"""4865B"",,""MILES GIN"",""750 ML"",,80,12,7.95,08/01/2020"
"""4866B"",""@"",""TULLAMORE DEW XO RUM CASK"",""750 ML"",,86,6,29.95,08/01/2020"
"""4867B"",""@"",""ROLLING RIVER LB WHITE DOG 120 PRF"",""750 ML"",,120,12,53.50,08/01/2020"
"""4885B"",""@"",""LITTLE WILLIE'S RYE WHISKEY"",""750 ML"",,100,6,24.95,08/01/2020"
"""4886B"",""@"",""WILD WILL WHEAT WHISKEY"",""750 ML"",,100,12,45.95,08/01/2020"
"""4887B"",,""BRECKENRIDGE HIGH PROOF WHISKEY BLEND"",""750 ML"",,105,6,59.95,08/01/2020"
"""4889B"",,""TORRES 10 GRAN RESERVA IMPERIAL"",""750 ML"",,80,6,22.50,08/01/2020"
"""4890B"",""@"",""LITTLE WILLIE'S WHEAT WHISKEY"",""750 ML"",,100,6,24.95,08/01/2020"
"""4901B"",""@"",""THE REAL MCCOY 5 YEAR RUM"",""750 ML"",,80,6,28.95,08/01/2020"
"""4906B"",,""CANADIAN CLUB APPLE"",""750 ML"",,70,12,12.95,08/01/2020"
"""4907B"",,""OLD OVERHOLT BONDED RYE WHISKEY"",""750 ML"",,100,12,23.95,08/01/2020"
"""4908B"",""@"",""JAMESON BLENDERS DOG IRISH"",""750 ML"",,86,3,50.00,08/01/2020"
"""4909B"",,""ISAAC BOWMAN PORT FINISH"",""750 ML"",,92,6,37.95,08/01/2020"
"""4911B"",,""GOMPERS OLD TOM GIN BARREL AGED"",""750 ML"",,90,6,44.95,08/01/2020"
"""4912B"",""@"",""FARMERS COFFEE VODKA"",""750 ML"",,80,6,27.95,08/01/2020"
"""4914B"",,""BOZAL ENSAMBLE MEZCAL"",""750 ML"",,94,6,37.95,08/01/2020"
"""4943B"",""@"",""DANG GIN"",""750 ML"",,80,12,29.95,08/01/2020"
"""4947D"",""@"",""JAGERMEISTER """"MINI MEISTERS"""""",""200 ML"",,70,12,9.95,08/01/2020"
"""4950B"",""@"",""STEIN STRAIGHT WHEAT WHISKEY"",""750 ML"",,80,6,49.95,08/01/2020"
"""4951B"",""@"",""FREAK SHOW VODKA"",""750 ML"",,90,12,20.00,08/01/2020"
"""4952B"",""@"",""ANTARCTICA GIN"",""750 ML"",,100,12,26.00,08/01/2020"
"""4972B"",""@"",""MARCOTTE KELY'S APPLE PIE MOONSHINE"",""750 ML"",,40,12,26.00,08/01/2020"
"""4976B"",""@"",""STOLI CUCUMBER"",""750 ML"",,75,12,24.95,08/01/2020"
"""4977E"",""@"",""T HENRY RANSOM GRAPPA"",""375 ML"",,80,12,24.40,08/01/2020"
"""4978B"",""@"",""MARCOTTE ELLA'S SILVER MOON MOONSHINE"",""750 ML"",,80,12,22.00,08/01/2020"
"""4979D"",,""TWISTED SHOTZ PINEAPPLE UPSIDE DOWN CAKE"",""200 ML"",,40,18,5.95,08/01/2020"
"""4980D"",,""TWISTED SHOTZ PUSSY CAT"",""200 ML"",,40,18,5.95,08/01/2020"
"""4981B"",,""BACARDI ANEJO CUATRO"",""750 ML"",,80,12,19.95,08/01/2020"
"""4985B"",,""KETEL ONE GRAPEFRUIT & ROSE BOTANICAL"",""750 ML"",,60,12,26.95,08/01/2020"
"""4985F"",,""KETEL ONE GRAPEFRUIT & ROSE BOTANICAL"",""50 ML"",,60,120,2.75,08/01/2020"
"""4986B"",,""KETEL ONE PEACH & ORANGE BLOSSOM BOTANICAL"",""750 ML"",,60,12,26.95,08/01/2020"
"""4986F"",,""KETEL ONE PEACH & ORANGE BLOSSOM BOTANICAL"",""50 ML"",,60,120,2.75,08/01/2020"
"""4987B"",,""KETEL ONE CUCUMBER & MINT BOTANICAL"",""750 ML"",,60,12,26.95,08/01/2020"
"""4987F"",,""KETEL ONE CUCUMBER & MINT BOTANICAL"",""50 ML"",,60,120,2.75,08/01/2020"
"""4988B"",""@"",""MARCOTTE REECE'S CHERRY PICKER MOONSHINE"",""750 ML"",,40,12,26.00,08/01/2020"
"""4989D"",,""FIREBALL CINNAMON 4/200 ML"",""200 ML"",,66,12,15.95,08/01/2020"
"""4996B"",""@"",""OREGON SPIRIT DRY GIN"",""750 ML"",,92,12,29.95,08/01/2020"
"""4996F"",""@"",""OREGON SPIRIT DRY GIN"",""50 ML"",,92,96,5.00,08/01/2020"
"""4997B"",""@"",""GLACIER45 CITRUS MANGO VODKA"",""750 ML"",,70,6,24.95,08/01/2020"
"""4999B"",""@"",""MARCOTTE JANELLE'S CUP-O'-JOE"",""750 ML"",,40,12,26.00,08/01/2020"
"""5000B"",""@"",""MARCOTTE MACIE'S SATURN PEACH"",""750 ML"",,40,12,26.00,08/01/2020"
"""5001E"",,""503 DISTILLING - THE BLOOD ORANGE GREYHOUND (SINGLE CAN)"",""375 ML"",,18,24,4.95,08/01/2020"
"""5012B"",""@"",""OREGON SPIRIT ABSINTHE ORIGINAL"",""750 ML"",,125,6,54.95,08/01/2020"
"""5012E"",""@"",""OREGON SPIRIT ABSINTHE ORIGINAL"",""375 ML"",,125,12,34.95,08/01/2020"
"""5019H"",""@"",""1800 WATERMELON RTD"",""1.75 L"",,20,6,20.95,08/01/2020"
"""5021B"",""$"",""JAGERMEISTER W/TRAVEL MUG"",""750 ML"",,70,6,26.95,08/01/2020"
"""5021D"",""$"",""JAGERMEISTER W/TRAVEL MUG"",""200 ML"",,70,48,8.95,08/01/2020"
"""5022B"",,""BALLYHOO IRISH WHISKEY"",""750 ML"",,86,12,25.95,08/01/2020"
"""5024H"",,""BOLS 42 PROOF TRIPLE SEC"",""1.75 L"",,42,6,13.45,08/01/2020"
"""5028B"",""@"",""ROSE CITY CITRUS VODKA"",""750 ML"",,70,12,12.95,08/01/2020"
"""5030B"",""@"",""ROSE CITY VANILLA VODKA"",""750 ML"",,70,12,12.95,08/01/2020"
"""5031B"",,""CLEAR CREEK GRAPPA PINOT GRIS"",""750 ML"",,80,12,44.95,08/01/2020"
"""5031E"",,""CLEAR CREEK GRAPPA PINOT GRIS"",""375 ML"",,80,12,27.95,08/01/2020"
"""5039B"",,""WILD TURKEY LONGBRANCH 8 YR"",""750 ML"",""8 YRS"",86,6,39.95,08/01/2020"
"""5040B"",""@"",""ILER CROSSING"",""750 ML"",,90,12,34.95,08/01/2020"
"""5042B"",""@"",""ARARAT 5 STAR ARMENIAN BRANDY"",""750 ML"",""5 YRS"",80,12,29.95,08/01/2020"
"""5053E"",,""BULLEIT BOURB & BULLEIT RYE VAP"",""375 ML"",,90,6,24.95,08/01/2020"
"""5058B"",""@"",""360 LIME VODKA"",""750 ML"",,70,12,13.95,08/01/2020"
"""5061B"",,""STILLHOUSE BLACK BOURBON"",""750 ML"",,80,12,24.95,08/01/2020"
"""5063F"",,""MAKER'S MARK"",""50 ML"",,90,120,4.00,08/01/2020"
"""5068B"",,""EL TESORO DE DON FELIPE ANEJO"",""750 ML"",,80,6,49.95,08/01/2020"
"""5069B"",,""EL TESORO DE DON FELIPE PLATINUM TEQUILA"",""750 ML"",,80,6,44.95,08/01/2020"
"""5073B"",""@"",""ADMIRAL NELSON PINEAPPLE"",""750 ML"",,70,12,8.95,08/01/2020"
"""5074B"",,""CHRISTIAN BROTHERS SACRED BOND"",""750 ML"",,100,12,21.95,08/01/2020"
"""5076B"",""@"",""MARCOTTE AIMEE JO'S STRAWBERRY LEMONADE"",""750 ML"",,40,12,26.00,08/01/2020"
"""5078E"",""@"",""ASTORIA MULE 4-PK"",""375 ML"",,20,6,14.95,08/01/2020"
"""5079B"",,""AMERICAN ANTHEM VODKA"",""750 ML"",,80,12,14.95,08/01/2020"
"""5087B"",""@"",""OREGON SPIRIT DISTILLERS RYE"",""750 ML"",,90,6,59.95,08/01/2020"
"""5087F"",""@"",""OREGON SPIRIT DISTILLERS RYE"",""50 ML"",,90,96,6.00,08/01/2020"
"""5088B"",,""BALVENIE 14 STORIES-WEEK OF PEAT"",""750 ML"",,97,6,103.95,08/01/2020"
"""5092B"",""@"",""MARCOTTE MARV'S HAZELNUT BREW"",""750 ML"",,40,12,26.00,08/01/2020"
"""5098B"",,""WILD ROOTS VODKA W/2 50ML'S"",""750 ML"",,80,6,19.95,08/01/2020"
"""5099B"",,""STILLWAGON DEVILS OWN MEYER LEMON RUM"",""750 ML"",,80,12,41.50,08/01/2020"
"""5100B"",,""HIGHLAND PARK VALKNUT"",""750 ML"",,94,6,79.95,08/01/2020"
"""5101B"",,""THE MACALLAN EDITION NO. 4"",""750 ML"",,97,12,109.95,08/01/2020"
"""5102B"",""@"",""THE MACALLAN DOUBLE CASK GOLD"",""750 ML"",,80,12,59.95,08/01/2020"
"""5105B"",,""SMIRNOFF MOSCOW MULE"",""750 ML"",,60,12,14.95,08/01/2020"
"""5115B"",,""CASAMIGOS MEZCAL JOVEN"",""750 ML"",,80,6,63.95,08/01/2020"
"""5116D"",,""WILD TURKEY 101"",""200 ML"",,101,24,7.45,08/01/2020"
"""5132B"",""@"",""SWALLOWTAIL BOYSENBERRY VODKA"",""750 ML"",,70,12,26.00,08/01/2020"
"""5132E"",""@"",""SWALLOWTAIL BOYSENBERRY VODKA"",""375 ML"",,70,12,14.00,08/01/2020"
"""5133B"",""@"",""BLOOD SWEAT TEARS VODKA"",""750 ML"",,80,6,27.95,08/01/2020"
"""5134B"",,""WESTERN SON VODKA"",""750 ML"",,80,6,19.95,08/01/2020"
"""5135B"",,""WESTERN SON LIME VODKA"",""750 ML"",,60,6,19.95,08/01/2020"
"""5136B"",,""WESTERN SON BLUEBERRY VODKA"",""750 ML"",,60,6,19.95,08/01/2020"
"""5150B"",,""EMPRESS 1908 GIN"",""750 ML"",,85,6,39.95,08/01/2020"
"""5151B"",,""FIVE FARMS IRISH CREAM LIQUEUR"",""750 ML"",,34,9,34.95,08/01/2020"
"""5151E"",,""FIVE FARMS IRISH CREAM LIQUEUR"",""375 ML"",,34,16,16.95,08/01/2020"
"""5159B"",""@"",""WILD ROOTS GIN"",""750 ML"",,92,12,24.95,08/01/2020"
"""5159H"",""@"",""WILD ROOTS GIN"",""1.75 L"",,92,6,39.95,08/01/2020"
"""5160B"",,""WHISTLEPIG FARMSTOCK RYE CROP 2"",""750 ML"",,86,6,75.95,08/01/2020"
"""5161B"",""@"",""MARCOTTE BROC'S BUTTERY COCONUT MOONSHINE"",""750 ML"",,40,12,26.00,08/01/2020"
"""5162B"",,""WOODINVILLE STRAIGHT BOURBON"",""750 ML"",,90,12,39.95,08/01/2020"
"""5163B"",,""WOODINVILLE STRAIGHT RYE WHISKEY"",""750 ML"",,90,12,41.95,08/01/2020"
"""5164E"",""$"",""BOURBON LEGENDS COMBO PACK"",""375 ML"",,89,6,49.95,08/01/2020"
"""5165E"",""$"",""JD/GJ/JDSB FAMILY OF BRANDS"",""375 ML"",,80,4,24.95,08/01/2020"
"""5166E"",""$"",""BASIL HAYDEN'S 375ML CO-PACK"",""375 ML"",,80,6,41.95,08/01/2020"
"""5167B"",""$"",""EZRA BROOKS W/ICE MOLD & GLASS"",""750 ML"",,90,4,13.95,08/01/2020"
"""5168B"",""$"",""ABSOLUT W/3-50ML APPLE, STRAWBERRY & PEAR"",""750 ML"",,80,6,19.95,08/01/2020"
"""5169B"",""$"",""JAMESON BLACK BARREL W/COASTERS"",""750 ML"",,80,6,39.95,08/01/2020"
"""5170B"",""$"",""WILD ROOTS HUCKLEBERRY VAP"",""750 ML"",,70,6,24.95,08/01/2020"
"""5171B"",""$"",""WILD ROOTS PEAR W/4-50ML"",""750 ML"",,70,6,24.95,08/01/2020"
"""5172B"",""$"",""HORNITOS BLACK BARREL GIFT"",""750 ML"",,80,6,32.95,08/01/2020"
"""5173B"",""$"",""JIM BEAM DBL OAK W/WSKY STONES"",""750 ML"",,86,6,22.95,08/01/2020"
"""5174B"",""$"",""ELIJAH CRAIG W/COCKTAIL KIT"",""750 ML"",,94,6,29.95,08/01/2020"
"""5191B"",""$"",""FIREBALL 50ML GIFT PACK"",""750 ML"",,66,8,14.95,08/01/2020"
"""5192B"",""@"",""PEYCHAUD'S APERITIVO"",""750 ML"",,22,12,16.95,08/01/2020"
"""5206B"",""@"",""TINKERMAN'S CITRUS SUPREME GIN"",""750 ML"",,92,6,29.95,08/01/2020"
"""5211B"",,""WOODFORD RESERVE MALT"",""750 ML"",,90,6,36.95,08/01/2020"
"""5212B"",,""HERRADURA ULTRA ANEJO"",""750 ML"",,80,6,59.95,08/01/2020"
"""5213B"",""@"",""VERSTOVIA VODKA"",""750 ML"",,80,12,34.00,08/01/2020"
"""5217B"",""@"",""WILD ROOTS PEACH VODKA"",""750 ML"",,70,12,24.95,08/01/2020"
"""5217E"",""@"",""WILD ROOTS PEACH VODKA"",""375 ML"",,70,12,14.95,08/01/2020"
"""5218B"",""@"",""PORTLAND MARIONBERRY VODKA"",""750 ML"",,80,12,18.95,08/01/2020"
"""5218F"",""@"",""PORTLAND MARIONBERRY VODKA"",""50 ML"",,80,120,2.00,08/01/2020"
"""5219B"",,""ABSOLUT GRAPEFRUIT"",""750 ML"",,80,12,19.95,08/01/2020"
"""5219H"",""@"",""ABSOLUT GRAPEFRUIT"",""1.75 L"",,80,6,46.95,08/01/2020"
"""5221B"",,""GORDON'S PINK GIN"",""750 ML"",,60,12,10.95,08/01/2020"
"""5222B"",,""CROWN ROYAL NOBLE COLLECTION BLENDER'S MASH"",""750 ML"",""13 YRS"",90,6,59.95,08/01/2020"
"""5231B"",,""KINKY ALOHA LIQUEUR"",""750 ML"",,34,6,16.95,08/01/2020"
"""5234B"",""@"",""BRANCH POINT TRIT WHISKEY"",""750 ML"",,92,6,49.95,08/01/2020"
"""5235B"",""@"",""BRANCH POINT SINGLE POT STILL WHISKEY"",""750 ML"",,92,6,55.95,08/01/2020"
"""5240B"",,""PIEDRA AZUL SILVER TEQUILA"",""750 ML"",,80,12,15.95,08/01/2020"
"""5241B"",,""PIEDRA AZUL REPOSADO TEQUILA"",""750 ML"",,80,12,15.95,08/01/2020"
"""5242H"",,""ICE BOX MARGARITA"",""1.75 L"",,20,6,9.95,08/01/2020"
"""5243B"",,""PLATINUM 10X VODKA"",""750 ML"",,80,12,13.95,08/01/2020"
"""5243H"",""@"",""PLATINUM 10X VODKA"",""1.75 L"",,80,6,21.95,08/01/2020"
"""5244B"",""@"",""FIRST CITY WHISKEY"",""750 ML"",,90,6,39.95,08/01/2020"
"""5244E"",""@"",""FIRST CITY WHISKEY"",""375 ML"",,90,12,19.95,08/01/2020"
"""5251B"",""@"",""STILLWAGON DEVILS OWN TROPICAL GINGER RUM"",""750 ML"",,80,12,41.50,08/01/2020"
