PROD #,RETAIL UPC,BRAND,TYPE,Supplier,Package,,,START,END,QUANTITY,REG.,DISC.,PROM.,UNIT,TYPE,COMMENTS
,,,,,Packs,Units,oz,DATE,DATE,,PRICE,,PRICE,COST,,
3036,022100002883,Pabst Blue Ribbon,Bottle,Pabst,2,12,12,10/2/2016,12/31/2016,5,$15.15,$0.39,$14.76,$7.3800,Original,
3040,022100001701,Pabst Blue Ribbon,Can,Pabst,2,12,12,10/2/2016,12/31/2016,5,$15.00,$1.11,$13.89,$6.9450,Original,
770,052300012900,Schlitz,Bottle,Pabst,4,6,12,10/2/2016,12/31/2016,1,$22.36,$4.52,$17.84,$4.4600,Original,
3175,186682000177,RJ Rockers Bell Ringer,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3167,186682000610,RJ Rockers Brown Eyed Squirrel,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3170,186682000368,RJ Rockers Dunkulele Dark Wheat Ale,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3171,186682000368,RJ Rockers First Snow,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3156,186682000368,RJ Rockers Good Boy Stout,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3194,186682000788,RJ Rockers Hop Quake IPA,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3184,186682000238,RJ Rockers Son Of A Peach,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3185,186682000443,RJ Rockers Son Of A Peach,Can,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3162,186682000368,RJ Rockers Strawberry Bomber,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
3158,186682000429,RJ Rockers Witty Twister,Bottle,Rj Rockers Brewing Co,4,6,12,10/2/2016,10/29/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8600,631234300026,Sweetwater 420,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8627,631234121126,Sweetwater 420,Can,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8601,631234100046,Sweetwater 420,Bottle,Sweetwater Brewing Co,2,12,12,10/23/2016,12/31/2016,1,$28.78,$3.20,$25.58,$12.7900,Original,
8602,631234121133,Sweetwater 420,Can,Sweetwater Brewing Co,2,12,12,10/23/2016,12/31/2016,1,$28.78,$3.20,$25.58,$12.7900,Original,
8603,631234161115,Sweetwater 420,Can,Sweetwater Brewing Co,1,24,16,10/2/2016,12/31/2016,1,$35.30,$6.80,$28.50,$28.5000,Original,
8604,631234200029,Sweetwater Blue,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8633,631234200050,Sweetwater Georgia Brown,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8636,631234601116,SweetWater Goin' Coastal,Can,Sweetwater Brewing Co,1,24,16,10/2/2016,12/31/2016,1,$35.30,$6.80,$28.50,$28.5000,Original,
8632,631234600027,Sweetwater Hash Brown,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8631,631234600027,Sweetwater Hash Session IPA,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8608,631234400030,Sweetwater IPA,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8630,631234421127,Sweetwater IPA,Can,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8610,631234421134,Sweetwater IPA,Can,Sweetwater Brewing Co,2,12,12,10/23/2016,12/31/2016,1,$28.78,$3.20,$25.58,$12.7900,Original,
8613,631234600027,Sweetwater Road Trip,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8615,631234600027,Sweetwater Spinnerbait,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8611,631234400047,Sweetwater Tackle Box,Bottle,Sweetwater Brewing Co,2,12,12,10/23/2016,12/31/2016,1,$28.78,$3.20,$25.58,$12.7900,Original,
8628,631234441132,Sweetwater Tackle Box,Can,Sweetwater Brewing Co,2,12,12,10/23/2016,12/31/2016,1,$28.78,$3.20,$25.58,$12.7900,Original,
8618,631234600027,Sweetwater Waterkeeper,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
8624,631234600027,Sweetwater Whiplash White,Bottle,Sweetwater Brewing Co,4,6,12,11/6/2016,12/3/2016,1,$31.96,$3.20,$28.76,$7.1900,Original,
4301,763963314118,Banks Caribbean Lager,Bottle,Total Beverage Solution,4,6,11.2,10/2/2016,12/31/2016,5,$31.96,$6.40,$25.56,$6.3900,Original,
